 time            v(voutp)        v(voutn)       
 1.83510000e-08  1.09389451e+00  1.28555401e+00 
 1.83530000e-08  1.09355113e+00  1.28591118e+00 
 1.83550000e-08  1.09321829e+00  1.28625757e+00 
 1.83570000e-08  1.09289578e+00  1.28659349e+00 
 1.83590000e-08  1.09258350e+00  1.28691911e+00 
 1.83610000e-08  1.09228142e+00  1.28723452e+00 
 1.83630000e-08  1.09198952e+00  1.28753978e+00 
 1.83650000e-08  1.09170772e+00  1.28783491e+00 
 1.83670000e-08  1.09143590e+00  1.28812003e+00 
 1.83690000e-08  1.09117384e+00  1.28839528e+00 
 1.83710000e-08  1.09092127e+00  1.28866086e+00 
 1.83730000e-08  1.09067788e+00  1.28891706e+00 
 1.83750000e-08  1.09044333e+00  1.28916414e+00 
 1.83770000e-08  1.09021731e+00  1.28940241e+00 
 1.83790000e-08  1.08999951e+00  1.28963215e+00 
 1.83810000e-08  1.08978963e+00  1.28985363e+00 
 1.83830000e-08  1.08958735e+00  1.29006715e+00 
 1.83850000e-08  1.08939233e+00  1.29027301e+00 
 1.83870000e-08  1.08920423e+00  1.29047153e+00 
 1.83890000e-08  1.08902267e+00  1.29066306e+00 
 1.83910000e-08  1.08884727e+00  1.29084798e+00 
 1.83930000e-08  1.08867767e+00  1.29102666e+00 
 1.83950000e-08  1.08851359e+00  1.29119944e+00 
 1.83970000e-08  1.08835478e+00  1.29136661e+00 
 1.83985000e-08  1.08823905e+00  1.29148845e+00 
 1.84000000e-08  1.08812615e+00  1.29160733e+00 
 1.84002000e-08  1.08811134e+00  1.29162294e+00 
 1.84006000e-08  1.08808181e+00  1.29165404e+00 
 1.84014000e-08  1.08802335e+00  1.29171564e+00 
 1.84030000e-08  1.08790884e+00  1.29183638e+00 
 1.84050000e-08  1.08777020e+00  1.29198273e+00 
 1.84070000e-08  1.08763655e+00  1.29212403e+00 
 1.84090000e-08  1.08750786e+00  1.29226030e+00 
 1.84110000e-08  1.08738405e+00  1.29239160e+00 
 1.84130000e-08  1.08726502e+00  1.29251800e+00 
 1.84150000e-08  1.08715062e+00  1.29263963e+00 
 1.84170000e-08  1.08704071e+00  1.29275662e+00 
 1.84190000e-08  1.08693510e+00  1.29286911e+00 
 1.84210000e-08  1.08683365e+00  1.29297727e+00 
 1.84230000e-08  1.08673621e+00  1.29308125e+00 
 1.84250000e-08  1.08664266e+00  1.29318117e+00 
 1.84270000e-08  1.08655292e+00  1.29327717e+00 
 1.84290000e-08  1.08646693e+00  1.29336935e+00 
 1.84310000e-08  1.08638464e+00  1.29345779e+00 
 1.84330000e-08  1.08630611e+00  1.29354259e+00 
 1.84350000e-08  1.08623144e+00  1.29362378e+00 
 1.84370000e-08  1.08616093e+00  1.29370134e+00 
 1.84390000e-08  1.08609513e+00  1.29377514e+00 
 1.84410000e-08  1.08603498e+00  1.29384481e+00 
 1.84430000e-08  1.08598206e+00  1.29390963e+00 
 1.84450000e-08  1.08593873e+00  1.29396830e+00 
 1.84470000e-08  1.08590839e+00  1.29401876e+00 
 1.84490000e-08  1.08589568e+00  1.29405793e+00 
 1.84510000e-08  1.08590661e+00  1.29408148e+00 
 1.84530000e-08  1.08594851e+00  1.29408372e+00 
 1.84550000e-08  1.08602994e+00  1.29405755e+00 
 1.84570000e-08  1.08616024e+00  1.29399461e+00 
 1.84590000e-08  1.08634902e+00  1.29388562e+00 
 1.84610000e-08  1.08660548e+00  1.29372091e+00 
 1.84630000e-08  1.08693758e+00  1.29349110e+00 
 1.84650000e-08  1.08735138e+00  1.29318789e+00 
 1.84670000e-08  1.08785041e+00  1.29280474e+00 
 1.84690000e-08  1.08843534e+00  1.29233756e+00 
 1.84710000e-08  1.08910401e+00  1.29178496e+00 
 1.84730000e-08  1.08985174e+00  1.29114837e+00 
 1.84750000e-08  1.09067198e+00  1.29043165e+00 
 1.84770000e-08  1.09155721e+00  1.28964051e+00 
 1.84790000e-08  1.09249977e+00  1.28878171e+00 
 1.84810000e-08  1.09349283e+00  1.28786209e+00 
 1.84830000e-08  1.09453093e+00  1.28688785e+00 
 1.84850000e-08  1.09561035e+00  1.28586390e+00 
 1.84870000e-08  1.09672913e+00  1.28479361e+00 
 1.84890000e-08  1.09788670e+00  1.28367882e+00 
 1.84910000e-08  1.09908342e+00  1.28252017e+00 
 1.84930000e-08  1.10031993e+00  1.28131759e+00 
 1.84950000e-08  1.10159664e+00  1.28007090e+00 
 1.84970000e-08  1.10291331e+00  1.27878019e+00 
 1.84990000e-08  1.10426892e+00  1.27744625e+00 
 1.85010000e-08  1.10566170e+00  1.27607056e+00 
 1.85030000e-08  1.10708940e+00  1.27465521e+00 
 1.85050000e-08  1.10854964e+00  1.27320262e+00 
 1.85070000e-08  1.11004024e+00  1.27171521e+00 
 1.85090000e-08  1.11155948e+00  1.27019506e+00 
 1.85110000e-08  1.11310626e+00  1.26864375e+00 
 1.85130000e-08  1.11468000e+00  1.26706229e+00 
 1.85150000e-08  1.11628052e+00  1.26545120e+00 
 1.85170000e-08  1.11790783e+00  1.26381074e+00 
 1.85190000e-08  1.11956184e+00  1.26214107e+00 
 1.85210000e-08  1.12124224e+00  1.26044255e+00 
 1.85230000e-08  1.12294841e+00  1.25871576e+00 
 1.85250000e-08  1.12467944e+00  1.25696160e+00 
 1.85270000e-08  1.12643424e+00  1.25518117e+00 
 1.85290000e-08  1.12821170e+00  1.25337567e+00 
 1.85310000e-08  1.13001084e+00  1.25154621e+00 
 1.85330000e-08  1.13183086e+00  1.24969376e+00 
 1.85350000e-08  1.13367123e+00  1.24781902e+00 
 1.85370000e-08  1.13553160e+00  1.24592248e+00 
 1.85390000e-08  1.13741174e+00  1.24400449e+00 
 1.85410000e-08  1.13931143e+00  1.24206533e+00 
 1.85430000e-08  1.14123037e+00  1.24010534e+00 
 1.85450000e-08  1.14316816e+00  1.23812495e+00 
 1.85470000e-08  1.14512424e+00  1.23612475e+00 
 1.85490000e-08  1.14709800e+00  1.23410539e+00 
 1.85510000e-08  1.14908877e+00  1.23206758e+00 
 1.85530000e-08  1.15109595e+00  1.23001197e+00 
 1.85550000e-08  1.15311906e+00  1.22793914e+00 
 1.85570000e-08  1.15515769e+00  1.22584955e+00 
 1.85590000e-08  1.15721156e+00  1.22374353e+00 
 1.85610000e-08  1.15928046e+00  1.22162135e+00 
 1.85630000e-08  1.16136415e+00  1.21948326e+00 
 1.85650000e-08  1.16346239e+00  1.21732952e+00 
 1.85670000e-08  1.16557483e+00  1.21516050e+00 
 1.85690000e-08  1.16770108e+00  1.21297660e+00 
 1.85710000e-08  1.16984064e+00  1.21077834e+00 
 1.85730000e-08  1.17199297e+00  1.20856627e+00 
 1.85750000e-08  1.17415753e+00  1.20634097e+00 
 1.85770000e-08  1.17633376e+00  1.20410303e+00 
 1.85790000e-08  1.17852108e+00  1.20185305e+00 
 1.85810000e-08  1.18071895e+00  1.19959160e+00 
 1.85830000e-08  1.18292679e+00  1.19731931e+00 
 1.85850000e-08  1.18514400e+00  1.19503680e+00 
 1.85870000e-08  1.18736996e+00  1.19274475e+00 
 1.85890000e-08  1.18960399e+00  1.19044386e+00 
 1.85910000e-08  1.19184542e+00  1.18813485e+00 
 1.85930000e-08  1.19409359e+00  1.18581844e+00 
 1.85950000e-08  1.19634786e+00  1.18349529e+00 
 1.85970000e-08  1.19860767e+00  1.18116600e+00 
 1.85985000e-08  1.20030586e+00  1.17941531e+00 
 1.86000000e-08  1.20200668e+00  1.17766166e+00 
 1.86002000e-08  1.20223367e+00  1.17742760e+00 
 1.86006000e-08  1.20268775e+00  1.17695939e+00 
 1.86014000e-08  1.20359640e+00  1.17602238e+00 
 1.86030000e-08  1.20541565e+00  1.17414615e+00 
 1.86050000e-08  1.20769317e+00  1.17179691e+00 
 1.86070000e-08  1.20997422e+00  1.16944359e+00 
 1.86090000e-08  1.21225846e+00  1.16708658e+00 
 1.86110000e-08  1.21454549e+00  1.16472628e+00 
 1.86130000e-08  1.21683489e+00  1.16236314e+00 
 1.86150000e-08  1.21912619e+00  1.15999764e+00 
 1.86170000e-08  1.22141892e+00  1.15763029e+00 
 1.86190000e-08  1.22371257e+00  1.15526161e+00 
 1.86210000e-08  1.22600665e+00  1.15289211e+00 
 1.86230000e-08  1.22830067e+00  1.15052229e+00 
 1.86250000e-08  1.23059417e+00  1.14815263e+00 
 1.86270000e-08  1.23288672e+00  1.14578357e+00 
 1.86290000e-08  1.23517789e+00  1.14341557e+00 
 1.86310000e-08  1.23746729e+00  1.14104910e+00 
 1.86330000e-08  1.23975447e+00  1.13868472e+00 
 1.86350000e-08  1.24203895e+00  1.13632314e+00 
 1.86370000e-08  1.24432007e+00  1.13396538e+00 
 1.86390000e-08  1.24659687e+00  1.13161303e+00 
 1.86410000e-08  1.24886787e+00  1.12926849e+00 
 1.86430000e-08  1.25113077e+00  1.12693543e+00 
 1.86450000e-08  1.25338208e+00  1.12461921e+00 
 1.86470000e-08  1.25561671e+00  1.12232735e+00 
 1.86490000e-08  1.25782756e+00  1.12006992e+00 
 1.86510000e-08  1.26000515e+00  1.11785982e+00 
 1.86530000e-08  1.26213744e+00  1.11571271e+00 
 1.86550000e-08  1.26420990e+00  1.11364666e+00 
 1.86570000e-08  1.26620585e+00  1.11168135e+00 
 1.86590000e-08  1.26810720e+00  1.10983690e+00 
 1.86610000e-08  1.26989548e+00  1.10813242e+00 
 1.86630000e-08  1.27155321e+00  1.10658441e+00 
 1.86650000e-08  1.27306524e+00  1.10520525e+00 
 1.86670000e-08  1.27442021e+00  1.10400199e+00 
 1.86690000e-08  1.27561151e+00  1.10297572e+00 
 1.86710000e-08  1.27663796e+00  1.10212157e+00 
 1.86730000e-08  1.27750366e+00  1.10142939e+00 
 1.86750000e-08  1.27821743e+00  1.10088516e+00 
 1.86770000e-08  1.27879148e+00  1.10047267e+00 
 1.86790000e-08  1.27923982e+00  1.10017550e+00 
 1.86810000e-08  1.27957657e+00  1.09997875e+00 
 1.86830000e-08  1.27981435e+00  1.09987036e+00 
 1.86850000e-08  1.27996323e+00  1.09984180e+00 
 1.86870000e-08  1.28003014e+00  1.09988814e+00 
 1.86890000e-08  1.28001901e+00  1.10000735e+00 
 1.86910000e-08  1.27993136e+00  1.10019934e+00 
 1.86930000e-08  1.27976732e+00  1.10046473e+00 
 1.86950000e-08  1.27952669e+00  1.10080369e+00 
 1.86970000e-08  1.27920985e+00  1.10121521e+00 
 1.86990000e-08  1.27881843e+00  1.10169673e+00 
 1.87010000e-08  1.27835544e+00  1.10224428e+00 
 1.87030000e-08  1.27782506e+00  1.10285297e+00 
 1.87050000e-08  1.27723209e+00  1.10351767e+00 
 1.87070000e-08  1.27658133e+00  1.10423375e+00 
 1.87090000e-08  1.27587697e+00  1.10499756e+00 
 1.87110000e-08  1.27512214e+00  1.10580666e+00 
 1.87130000e-08  1.27431887e+00  1.10665980e+00 
 1.87150000e-08  1.27346820e+00  1.10755654e+00 
 1.87170000e-08  1.27257055e+00  1.10849680e+00 
 1.87190000e-08  1.27162621e+00  1.10948042e+00 
 1.87210000e-08  1.27063569e+00  1.11050678e+00 
 1.87230000e-08  1.26959997e+00  1.11157468e+00 
 1.87250000e-08  1.26852062e+00  1.11268237e+00 
 1.87270000e-08  1.26739958e+00  1.11382779e+00 
 1.87290000e-08  1.26623898e+00  1.11500887e+00 
 1.87310000e-08  1.26504084e+00  1.11622380e+00 
 1.87330000e-08  1.26380680e+00  1.11747120e+00 
 1.87350000e-08  1.26253806e+00  1.11875021e+00 
 1.87370000e-08  1.26123533e+00  1.12006038e+00 
 1.87390000e-08  1.25989904e+00  1.12140151e+00 
 1.87410000e-08  1.25852945e+00  1.12277342e+00 
 1.87430000e-08  1.25712690e+00  1.12417581e+00 
 1.87450000e-08  1.25569193e+00  1.12560812e+00 
 1.87470000e-08  1.25422531e+00  1.12706956e+00 
 1.87490000e-08  1.25272798e+00  1.12855920e+00 
 1.87510000e-08  1.25120098e+00  1.13007605e+00 
 1.87530000e-08  1.24964527e+00  1.13161928e+00 
 1.87550000e-08  1.24806162e+00  1.13318824e+00 
 1.87570000e-08  1.24645058e+00  1.13478252e+00 
 1.87590000e-08  1.24481245e+00  1.13640195e+00 
 1.87610000e-08  1.24314738e+00  1.13804645e+00 
 1.87630000e-08  1.24145545e+00  1.13971598e+00 
 1.87650000e-08  1.23973679e+00  1.14141044e+00 
 1.87670000e-08  1.23799166e+00  1.14312955e+00 
 1.87690000e-08  1.23622045e+00  1.14487288e+00 
 1.87710000e-08  1.23442371e+00  1.14663988e+00 
 1.87730000e-08  1.23260211e+00  1.14842989e+00 
 1.87750000e-08  1.23075636e+00  1.15024221e+00 
 1.87770000e-08  1.22888720e+00  1.15207613e+00 
 1.87790000e-08  1.22699535e+00  1.15393096e+00 
 1.87810000e-08  1.22508154e+00  1.15580601e+00 
 1.87830000e-08  1.22314654e+00  1.15770054e+00 
 1.87850000e-08  1.22119117e+00  1.15961380e+00 
 1.87870000e-08  1.21921632e+00  1.16154493e+00 
 1.87890000e-08  1.21722294e+00  1.16349305e+00 
 1.87910000e-08  1.21521203e+00  1.16545723e+00 
 1.87930000e-08  1.21318455e+00  1.16743658e+00 
 1.87950000e-08  1.21114141e+00  1.16943029e+00 
 1.87970000e-08  1.20908338e+00  1.17143766e+00 
 1.87985000e-08  1.20753045e+00  1.17295183e+00 
 1.88000000e-08  1.20596972e+00  1.17447317e+00 
 1.88002000e-08  1.20576098e+00  1.17467662e+00 
 1.88006000e-08  1.20534322e+00  1.17508376e+00 
 1.88014000e-08  1.20450608e+00  1.17589952e+00 
 1.88030000e-08  1.20282542e+00  1.17753695e+00 
 1.88050000e-08  1.20071279e+00  1.17959463e+00 
 1.88070000e-08  1.19858729e+00  1.18166420e+00 
 1.88090000e-08  1.19644922e+00  1.18374538e+00 
 1.88110000e-08  1.19429897e+00  1.18583781e+00 
 1.88130000e-08  1.19213698e+00  1.18794107e+00 
 1.88150000e-08  1.18996380e+00  1.19005465e+00 
 1.88170000e-08  1.18778000e+00  1.19217800e+00 
 1.88190000e-08  1.18558620e+00  1.19431052e+00 
 1.88210000e-08  1.18338301e+00  1.19645165e+00 
 1.88230000e-08  1.18117100e+00  1.19860083e+00 
 1.88250000e-08  1.17895072e+00  1.20075753e+00 
 1.88270000e-08  1.17672268e+00  1.20292127e+00 
 1.88290000e-08  1.17448735e+00  1.20509161e+00 
 1.88310000e-08  1.17224523e+00  1.20726810e+00 
 1.88330000e-08  1.16999685e+00  1.20945029e+00 
 1.88350000e-08  1.16774291e+00  1.21163761e+00 
 1.88370000e-08  1.16548440e+00  1.21382930e+00 
 1.88390000e-08  1.16322284e+00  1.21602421e+00 
 1.88410000e-08  1.16096058e+00  1.21822057e+00 
 1.88430000e-08  1.15870121e+00  1.22041566e+00 
 1.88450000e-08  1.15645001e+00  1.22260539e+00 
 1.88470000e-08  1.15421449e+00  1.22478388e+00 
 1.88490000e-08  1.15200473e+00  1.22694304e+00 
 1.88510000e-08  1.14983375e+00  1.22907220e+00 
 1.88530000e-08  1.14771745e+00  1.23115801e+00 
 1.88550000e-08  1.14567434e+00  1.23318450e+00 
 1.88570000e-08  1.14372472e+00  1.23513360e+00 
 1.88590000e-08  1.14188961e+00  1.23698590e+00 
 1.88610000e-08  1.14018922e+00  1.23872189e+00 
 1.88630000e-08  1.13864135e+00  1.24032332e+00 
 1.88650000e-08  1.13725985e+00  1.24177470e+00 
 1.88670000e-08  1.13605330e+00  1.24306471e+00 
 1.88690000e-08  1.13502429e+00  1.24418716e+00 
 1.88710000e-08  1.13416930e+00  1.24514157e+00 
 1.88730000e-08  1.13347934e+00  1.24593294e+00 
 1.88750000e-08  1.13294120e+00  1.24657095e+00 
 1.88770000e-08  1.13253921e+00  1.24706861e+00 
 1.88790000e-08  1.13225711e+00  1.24744050e+00 
 1.88810000e-08  1.13207989e+00  1.24770100e+00 
 1.88830000e-08  1.13199519e+00  1.24786274e+00 
 1.88850000e-08  1.13199406e+00  1.24793555e+00 
 1.88870000e-08  1.13207109e+00  1.24792599e+00 
 1.88890000e-08  1.13222388e+00  1.24783755e+00 
 1.88910000e-08  1.13245205e+00  1.24767144e+00 
 1.88930000e-08  1.13275601e+00  1.24742754e+00 
 1.88950000e-08  1.13313591e+00  1.24710562e+00 
 1.88970000e-08  1.13359072e+00  1.24670621e+00 
 1.88990000e-08  1.13411791e+00  1.24623118e+00 
 1.89010000e-08  1.13471351e+00  1.24568386e+00 
 1.89030000e-08  1.13537256e+00  1.24506875e+00 
 1.89050000e-08  1.13608977e+00  1.24439093e+00 
 1.89070000e-08  1.13686029e+00  1.24365536e+00 
 1.89090000e-08  1.13768018e+00  1.24286630e+00 
 1.89110000e-08  1.13854670e+00  1.24202690e+00 
 1.89130000e-08  1.13945831e+00  1.24113918e+00 
 1.89150000e-08  1.14041431e+00  1.24020416e+00 
 1.89170000e-08  1.14141442e+00  1.23922233e+00 
 1.89190000e-08  1.14245832e+00  1.23819405e+00 
 1.89210000e-08  1.14354529e+00  1.23712000e+00 
 1.89230000e-08  1.14467400e+00  1.23600137e+00 
 1.89250000e-08  1.14584262e+00  1.23483991e+00 
 1.89270000e-08  1.14704896e+00  1.23363780e+00 
 1.89290000e-08  1.14829078e+00  1.23239730e+00 
 1.89310000e-08  1.14956609e+00  1.23112056e+00 
 1.89330000e-08  1.15087332e+00  1.22980931e+00 
 1.89350000e-08  1.15221141e+00  1.22846480e+00 
 1.89370000e-08  1.15357974e+00  1.22708781e+00 
 1.89390000e-08  1.15497794e+00  1.22567884e+00 
 1.89410000e-08  1.15640570e+00  1.22423824e+00 
 1.89430000e-08  1.15786260e+00  1.22276648e+00 
 1.89450000e-08  1.15934798e+00  1.22126421e+00 
 1.89470000e-08  1.16086096e+00  1.21973235e+00 
 1.89490000e-08  1.16240047e+00  1.21817197e+00 
 1.89510000e-08  1.16396545e+00  1.21658421e+00 
 1.89530000e-08  1.16555491e+00  1.21497012e+00 
 1.89550000e-08  1.16716807e+00  1.21333054e+00 
 1.89570000e-08  1.16880441e+00  1.21166609e+00 
 1.89590000e-08  1.17046361e+00  1.20997712e+00 
 1.89610000e-08  1.17214550e+00  1.20826385e+00 
 1.89630000e-08  1.17384994e+00  1.20652643e+00 
 1.89650000e-08  1.17557673e+00  1.20476509e+00 
 1.89670000e-08  1.17732553e+00  1.20298016e+00 
 1.89690000e-08  1.17909586e+00  1.20117216e+00 
 1.89710000e-08  1.18088709e+00  1.19934172e+00 
 1.89730000e-08  1.18269848e+00  1.19748959e+00 
 1.89750000e-08  1.18452928e+00  1.19561659e+00 
 1.89770000e-08  1.18637871e+00  1.19372352e+00 
 1.89790000e-08  1.18824601e+00  1.19181119e+00 
 1.89810000e-08  1.19013040e+00  1.18988041e+00 
 1.89830000e-08  1.19203111e+00  1.18793200e+00 
 1.89850000e-08  1.19394731e+00  1.18596686e+00 
 1.89870000e-08  1.19587809e+00  1.18398595e+00 
 1.89890000e-08  1.19782251e+00  1.18199028e+00 
 1.89910000e-08  1.19977960e+00  1.17998088e+00 
 1.89930000e-08  1.20174841e+00  1.17795877e+00 
 1.89950000e-08  1.20372804e+00  1.17592488e+00 
 1.89970000e-08  1.20571775e+00  1.17387999e+00 
 1.89985000e-08  1.20721628e+00  1.17233949e+00 
 1.90000000e-08  1.20871990e+00  1.17079339e+00 
 1.90002000e-08  1.20892081e+00  1.17058678e+00 
 1.90006000e-08  1.20932279e+00  1.17017337e+00 
 1.90014000e-08  1.21012780e+00  1.16934541e+00 
 1.90030000e-08  1.21174187e+00  1.16768499e+00 
 1.90050000e-08  1.21376692e+00  1.16560122e+00 
 1.90070000e-08  1.21579999e+00  1.16350856e+00 
 1.90090000e-08  1.21784078e+00  1.16140734e+00 
 1.90110000e-08  1.21988891e+00  1.15929797e+00 
 1.90130000e-08  1.22194393e+00  1.15718094e+00 
 1.90150000e-08  1.22400534e+00  1.15505680e+00 
 1.90170000e-08  1.22607256e+00  1.15292615e+00 
 1.90190000e-08  1.22814501e+00  1.15078963e+00 
 1.90210000e-08  1.23022209e+00  1.14864784e+00 
 1.90230000e-08  1.23230324e+00  1.14650137e+00 
 1.90250000e-08  1.23438792e+00  1.14435076e+00 
 1.90270000e-08  1.23647564e+00  1.14219653e+00 
 1.90290000e-08  1.23856595e+00  1.14003914e+00 
 1.90310000e-08  1.24065843e+00  1.13787904e+00 
 1.90330000e-08  1.24275264e+00  1.13571673e+00 
 1.90350000e-08  1.24484817e+00  1.13355274e+00 
 1.90370000e-08  1.24694448e+00  1.13138780e+00 
 1.90390000e-08  1.24904092e+00  1.12922289e+00 
 1.90410000e-08  1.25113654e+00  1.12705942e+00 
 1.90430000e-08  1.25323001e+00  1.12489945e+00 
 1.90450000e-08  1.25531935e+00  1.12274590e+00 
 1.90470000e-08  1.25740180e+00  1.12060276e+00 
 1.90490000e-08  1.25947357e+00  1.11847536e+00 
 1.90510000e-08  1.26152969e+00  1.11637040e+00 
 1.90530000e-08  1.26356393e+00  1.11429597e+00 
 1.90550000e-08  1.26556881e+00  1.11226138e+00 
 1.90570000e-08  1.26753586e+00  1.11027669e+00 
 1.90590000e-08  1.26945595e+00  1.10835221e+00 
 1.90610000e-08  1.27131982e+00  1.10649770e+00 
 1.90630000e-08  1.27311877e+00  1.10472158e+00 
 1.90650000e-08  1.27484534e+00  1.10303021e+00 
 1.90670000e-08  1.27649399e+00  1.10142723e+00 
 1.90690000e-08  1.27806155e+00  1.09991328e+00 
 1.90710000e-08  1.27954753e+00  1.09848596e+00 
 1.90730000e-08  1.28095410e+00  1.09714021e+00 
 1.90750000e-08  1.28228568e+00  1.09586900e+00 
 1.90770000e-08  1.28354839e+00  1.09466417e+00 
 1.90790000e-08  1.28474922e+00  1.09351745e+00 
 1.90810000e-08  1.28589525e+00  1.09242133e+00 
 1.90830000e-08  1.28699283e+00  1.09136971e+00 
 1.90850000e-08  1.28804710e+00  1.09035829e+00 
 1.90870000e-08  1.28906170e+00  1.08938452e+00 
 1.90890000e-08  1.29003878e+00  1.08844732e+00 
 1.90910000e-08  1.29097935e+00  1.08754656e+00 
 1.90930000e-08  1.29188368e+00  1.08668242e+00 
 1.90950000e-08  1.29275184e+00  1.08585486e+00 
 1.90970000e-08  1.29358417e+00  1.08506321e+00 
 1.90990000e-08  1.29438155e+00  1.08430600e+00 
 1.91010000e-08  1.29514551e+00  1.08358106e+00 
 1.91030000e-08  1.29587815e+00  1.08288577e+00 
 1.91050000e-08  1.29658191e+00  1.08221741e+00 
 1.91070000e-08  1.29725922e+00  1.08157352e+00 
 1.91090000e-08  1.29791228e+00  1.08095215e+00 
 1.91110000e-08  1.29854278e+00  1.08035197e+00 
 1.91130000e-08  1.29915192e+00  1.07977227e+00 
 1.91150000e-08  1.29974038e+00  1.07921269e+00 
 1.91170000e-08  1.30030853e+00  1.07867310e+00 
 1.91190000e-08  1.30085663e+00  1.07815328e+00 
 1.91210000e-08  1.30138502e+00  1.07765278e+00 
 1.91230000e-08  1.30189422e+00  1.07717085e+00 
 1.91250000e-08  1.30238501e+00  1.07670651e+00 
 1.91270000e-08  1.30285837e+00  1.07625862e+00 
 1.91290000e-08  1.30331537e+00  1.07582604e+00 
 1.91310000e-08  1.30375705e+00  1.07540780e+00 
 1.91330000e-08  1.30418429e+00  1.07500318e+00 
 1.91350000e-08  1.30459776e+00  1.07461169e+00 
 1.91370000e-08  1.30499791e+00  1.07423307e+00 
 1.91390000e-08  1.30538502e+00  1.07386718e+00 
 1.91410000e-08  1.30575928e+00  1.07351388e+00 
 1.91430000e-08  1.30612088e+00  1.07317294e+00 
 1.91450000e-08  1.30647009e+00  1.07284406e+00 
 1.91470000e-08  1.30680727e+00  1.07252677e+00 
 1.91490000e-08  1.30713287e+00  1.07222056e+00 
 1.91510000e-08  1.30744738e+00  1.07192494e+00 
 1.91530000e-08  1.30775129e+00  1.07163947e+00 
 1.91550000e-08  1.30804500e+00  1.07136384e+00 
 1.91570000e-08  1.30832880e+00  1.07109785e+00 
 1.91590000e-08  1.30860289e+00  1.07084144e+00 
 1.91610000e-08  1.30886735e+00  1.07059458e+00 
 1.91630000e-08  1.30912223e+00  1.07035725e+00 
 1.91650000e-08  1.30936757e+00  1.07012940e+00 
 1.91670000e-08  1.30960345e+00  1.06991090e+00 
 1.91690000e-08  1.30983000e+00  1.06970154e+00 
 1.91710000e-08  1.31004743e+00  1.06950105e+00 
 1.91730000e-08  1.31025597e+00  1.06930913e+00 
 1.91750000e-08  1.31045589e+00  1.06912545e+00 
 1.91770000e-08  1.31064747e+00  1.06894972e+00 
 1.91790000e-08  1.31083099e+00  1.06878162e+00 
 1.91810000e-08  1.31100669e+00  1.06862087e+00 
 1.91830000e-08  1.31117486e+00  1.06846718e+00 
 1.91850000e-08  1.31133576e+00  1.06832022e+00 
 1.91870000e-08  1.31148971e+00  1.06817965e+00 
 1.91890000e-08  1.31163703e+00  1.06804511e+00 
 1.91910000e-08  1.31177809e+00  1.06791626e+00 
 1.91930000e-08  1.31191324e+00  1.06779275e+00 
 1.91950000e-08  1.31204281e+00  1.06767431e+00 
 1.91970000e-08  1.31216708e+00  1.06756073e+00 
 1.91985000e-08  1.31225695e+00  1.06747865e+00 
 1.92000000e-08  1.31234403e+00  1.06739920e+00 
 1.92002000e-08  1.31235541e+00  1.06738882e+00 
 1.92006000e-08  1.31237808e+00  1.06736817e+00 
 1.92014000e-08  1.31242282e+00  1.06732742e+00 
 1.92030000e-08  1.31251002e+00  1.06724815e+00 
 1.92050000e-08  1.31261471e+00  1.06715325e+00 
 1.92070000e-08  1.31271466e+00  1.06706300e+00 
 1.92090000e-08  1.31280989e+00  1.06697738e+00 
 1.92110000e-08  1.31290043e+00  1.06689631e+00 
 1.92130000e-08  1.31298636e+00  1.06681969e+00 
 1.92150000e-08  1.31306778e+00  1.06674740e+00 
 1.92170000e-08  1.31314482e+00  1.06667928e+00 
 1.92190000e-08  1.31321762e+00  1.06661516e+00 
 1.92210000e-08  1.31328632e+00  1.06655490e+00 
 1.92230000e-08  1.31335107e+00  1.06649838e+00 
 1.92250000e-08  1.31341200e+00  1.06644547e+00 
 1.92270000e-08  1.31346922e+00  1.06639611e+00 
 1.92290000e-08  1.31352285e+00  1.06635022e+00 
 1.92310000e-08  1.31357298e+00  1.06630781e+00 
 1.92330000e-08  1.31361970e+00  1.06626890e+00 
 1.92350000e-08  1.31366309e+00  1.06623363e+00 
 1.92370000e-08  1.31370317e+00  1.06620230e+00 
 1.92390000e-08  1.31373989e+00  1.06617546e+00 
 1.92410000e-08  1.31377299e+00  1.06615408e+00 
 1.92430000e-08  1.31380191e+00  1.06613971e+00 
 1.92450000e-08  1.31382562e+00  1.06613471e+00 
 1.92470000e-08  1.31384235e+00  1.06614246e+00 
 1.92490000e-08  1.31384941e+00  1.06616755e+00 
 1.92510000e-08  1.31384293e+00  1.06621587e+00 
 1.92530000e-08  1.31381772e+00  1.06629464e+00 
 1.92550000e-08  1.31376722e+00  1.06641218e+00 
 1.92570000e-08  1.31368358e+00  1.06657759e+00 
 1.92590000e-08  1.31355797e+00  1.06680016e+00 
 1.92610000e-08  1.31338107e+00  1.06708867e+00 
 1.92630000e-08  1.31314370e+00  1.06745071e+00 
 1.92650000e-08  1.31283757e+00  1.06789188e+00 
 1.92670000e-08  1.31245600e+00  1.06841529e+00 
 1.92690000e-08  1.31199454e+00  1.06902128e+00 
 1.92710000e-08  1.31145137e+00  1.06970739e+00 
 1.92730000e-08  1.31082737e+00  1.07046876e+00 
 1.92750000e-08  1.31012584e+00  1.07129881e+00 
 1.92770000e-08  1.30935200e+00  1.07219004e+00 
 1.92790000e-08  1.30851215e+00  1.07313499e+00 
 1.92810000e-08  1.30761285e+00  1.07412704e+00 
 1.92830000e-08  1.30666010e+00  1.07516106e+00 
