 time            v(voutp)        v(voutn)       
 3.24002000e-08  1.22002295e+00  1.15908444e+00 
 3.24006000e-08  1.22047669e+00  1.15861607e+00 
 3.24014000e-08  1.22138432e+00  1.15767912e+00 
 3.24030000e-08  1.22320010e+00  1.15580448e+00 
 3.24050000e-08  1.22547060e+00  1.15345996e+00 
 3.24070000e-08  1.22774166e+00  1.15111442e+00 
 3.24090000e-08  1.23001293e+00  1.14876822e+00 
 3.24110000e-08  1.23228403e+00  1.14642176e+00 
 3.24130000e-08  1.23455455e+00  1.14407548e+00 
 3.24150000e-08  1.23682403e+00  1.14172986e+00 
 3.24170000e-08  1.23909202e+00  1.13938539e+00 
 3.24190000e-08  1.24135801e+00  1.13704257e+00 
 3.24210000e-08  1.24362154e+00  1.13470190e+00 
 3.24230000e-08  1.24588213e+00  1.13236387e+00 
 3.24250000e-08  1.24813934e+00  1.13002892e+00 
 3.24270000e-08  1.25039274e+00  1.12769749e+00 
 3.24290000e-08  1.25264192e+00  1.12537001e+00 
 3.24310000e-08  1.25488650e+00  1.12304690e+00 
 3.24330000e-08  1.25712611e+00  1.12072861e+00 
 3.24350000e-08  1.25936033e+00  1.11841569e+00 
 3.24370000e-08  1.26158870e+00  1.11610883e+00 
 3.24390000e-08  1.26381063e+00  1.11380899e+00 
 3.24410000e-08  1.26602530e+00  1.11151759e+00 
 3.24430000e-08  1.26823152e+00  1.10923664e+00 
 3.24450000e-08  1.27042755e+00  1.10696900e+00 
 3.24470000e-08  1.27261090e+00  1.10471863e+00 
 3.24490000e-08  1.27477816e+00  1.10249071e+00 
 3.24510000e-08  1.27692478e+00  1.10029183e+00 
 3.24530000e-08  1.27904502e+00  1.09812991e+00 
 3.24550000e-08  1.28113195e+00  1.09601401e+00 
 3.24570000e-08  1.28317762e+00  1.09395392e+00 
 3.24590000e-08  1.28517340e+00  1.09195958e+00 
 3.24610000e-08  1.28711050e+00  1.09004035e+00 
 3.24630000e-08  1.28898058e+00  1.08820417e+00 
 3.24650000e-08  1.29077644e+00  1.08645689e+00 
 3.24670000e-08  1.29249265e+00  1.08480161e+00 
 3.24690000e-08  1.29412607e+00  1.08323844e+00 
 3.24710000e-08  1.29567615e+00  1.08176448e+00 
 3.24730000e-08  1.29714491e+00  1.08037424e+00 
 3.24750000e-08  1.29853662e+00  1.07906032e+00 
 3.24770000e-08  1.29985726e+00  1.07781433e+00 
 3.24790000e-08  1.30111373e+00  1.07662784e+00 
 3.24810000e-08  1.30231308e+00  1.07549326e+00 
 3.24830000e-08  1.30346173e+00  1.07440449e+00 
 3.24850000e-08  1.30456493e+00  1.07335723e+00 
 3.24870000e-08  1.30562650e+00  1.07234899e+00 
 3.24890000e-08  1.30664880e+00  1.07137869e+00 
 3.24910000e-08  1.30763302e+00  1.07044618e+00 
 3.24930000e-08  1.30857959e+00  1.06955159e+00 
 3.24950000e-08  1.30948870e+00  1.06869477e+00 
 3.24970000e-08  1.31036076e+00  1.06787494e+00 
 3.24990000e-08  1.31119667e+00  1.06709054e+00 
 3.25010000e-08  1.31199795e+00  1.06633931e+00 
 3.25030000e-08  1.31276670e+00  1.06561856e+00 
 3.25050000e-08  1.31350532e+00  1.06492552e+00 
 3.25070000e-08  1.31421627e+00  1.06425774e+00 
 3.25090000e-08  1.31490178e+00  1.06361328e+00 
 3.25110000e-08  1.31556360e+00  1.06299082e+00 
 3.25130000e-08  1.31620299e+00  1.06238966e+00 
 3.25150000e-08  1.31682070e+00  1.06180945e+00 
 3.25170000e-08  1.31741718e+00  1.06125003e+00 
 3.25190000e-08  1.31799271e+00  1.06071115e+00 
 3.25210000e-08  1.31854767e+00  1.06019233e+00 
 3.25230000e-08  1.31908258e+00  1.05969278e+00 
 3.25250000e-08  1.31959822e+00  1.05921148e+00 
 3.25270000e-08  1.32009559e+00  1.05874726e+00 
 3.25290000e-08  1.32057574e+00  1.05829898e+00 
 3.25310000e-08  1.32103972e+00  1.05786566e+00 
 3.25330000e-08  1.32148846e+00  1.05744657e+00 
 3.25350000e-08  1.32192264e+00  1.05704124e+00 
 3.25370000e-08  1.32234277e+00  1.05664939e+00 
 3.25390000e-08  1.32274914e+00  1.05627087e+00 
 3.25410000e-08  1.32314199e+00  1.05590552e+00 
 3.25430000e-08  1.32352153e+00  1.05555311e+00 
 3.25450000e-08  1.32388803e+00  1.05521329e+00 
 3.25470000e-08  1.32424187e+00  1.05488559e+00 
 3.25490000e-08  1.32458350e+00  1.05456948e+00 
 3.25510000e-08  1.32491343e+00  1.05426445e+00 
 3.25530000e-08  1.32523215e+00  1.05397006e+00 
 3.25550000e-08  1.32554008e+00  1.05368599e+00 
 3.25570000e-08  1.32583755e+00  1.05341204e+00 
 3.25590000e-08  1.32612478e+00  1.05314813e+00 
 3.25610000e-08  1.32640187e+00  1.05289422e+00 
 3.25630000e-08  1.32666891e+00  1.05265028e+00 
 3.25650000e-08  1.32692595e+00  1.05241623e+00 
 3.25670000e-08  1.32717309e+00  1.05219192e+00 
 3.25690000e-08  1.32741046e+00  1.05197711e+00 
 3.25710000e-08  1.32763828e+00  1.05177153e+00 
 3.25730000e-08  1.32785679e+00  1.05157484e+00 
 3.25750000e-08  1.32806626e+00  1.05138672e+00 
 3.25770000e-08  1.32826698e+00  1.05120685e+00 
 3.25790000e-08  1.32845922e+00  1.05103493e+00 
 3.25810000e-08  1.32864324e+00  1.05087065e+00 
 3.25830000e-08  1.32881930e+00  1.05071372e+00 
 3.25850000e-08  1.32898769e+00  1.05056382e+00 
 3.25870000e-08  1.32914870e+00  1.05042059e+00 
 3.25890000e-08  1.32930267e+00  1.05028368e+00 
 3.25910000e-08  1.32944995e+00  1.05015274e+00 
 3.25930000e-08  1.32959090e+00  1.05002743e+00 
 3.25950000e-08  1.32972585e+00  1.04990748e+00 
 3.25970000e-08  1.32985510e+00  1.04979269e+00 
 3.25985000e-08  1.32994844e+00  1.04970990e+00 
 3.26000000e-08  1.33003878e+00  1.04962990e+00 
 3.26002000e-08  1.33005057e+00  1.04961947e+00 
 3.26006000e-08  1.33007406e+00  1.04959871e+00 
 3.26014000e-08  1.33012041e+00  1.04955778e+00 
 3.26030000e-08  1.33021065e+00  1.04947829e+00 
 3.26050000e-08  1.33031882e+00  1.04938339e+00 
 3.26070000e-08  1.33042191e+00  1.04929343e+00 
 3.26090000e-08  1.33051993e+00  1.04920839e+00 
 3.26110000e-08  1.33061294e+00  1.04912820e+00 
 3.26130000e-08  1.33070101e+00  1.04905273e+00 
 3.26150000e-08  1.33078424e+00  1.04898186e+00 
 3.26170000e-08  1.33086277e+00  1.04891542e+00 
 3.26190000e-08  1.33093673e+00  1.04885325e+00 
 3.26210000e-08  1.33100627e+00  1.04879520e+00 
 3.26230000e-08  1.33107153e+00  1.04874113e+00 
 3.26250000e-08  1.33113265e+00  1.04869093e+00 
 3.26270000e-08  1.33118974e+00  1.04864452e+00 
 3.26290000e-08  1.33124289e+00  1.04860182e+00 
 3.26310000e-08  1.33129220e+00  1.04856279e+00 
 3.26330000e-08  1.33133772e+00  1.04852737e+00 
 3.26350000e-08  1.33137951e+00  1.04849552e+00 
 3.26370000e-08  1.33141763e+00  1.04846720e+00 
 3.26390000e-08  1.33145212e+00  1.04844237e+00 
 3.26410000e-08  1.33148303e+00  1.04842097e+00 
 3.26430000e-08  1.33151042e+00  1.04840294e+00 
 3.26450000e-08  1.33153435e+00  1.04838821e+00 
 3.26470000e-08  1.33155488e+00  1.04837669e+00 
 3.26490000e-08  1.33157209e+00  1.04836831e+00 
 3.26510000e-08  1.33158607e+00  1.04836297e+00 
 3.26530000e-08  1.33159688e+00  1.04836061e+00 
 3.26550000e-08  1.33160462e+00  1.04836114e+00 
 3.26570000e-08  1.33160934e+00  1.04836453e+00 
 3.26590000e-08  1.33161112e+00  1.04837071e+00 
 3.26610000e-08  1.33161000e+00  1.04837965e+00 
 3.26630000e-08  1.33160602e+00  1.04839134e+00 
 3.26650000e-08  1.33159922e+00  1.04840573e+00 
 3.26670000e-08  1.33158963e+00  1.04842279e+00 
 3.26690000e-08  1.33157729e+00  1.04844248e+00 
 3.26710000e-08  1.33156223e+00  1.04846474e+00 
 3.26730000e-08  1.33154451e+00  1.04848952e+00 
 3.26750000e-08  1.33152420e+00  1.04851675e+00 
 3.26770000e-08  1.33150134e+00  1.04854636e+00 
 3.26790000e-08  1.33147601e+00  1.04857830e+00 
 3.26810000e-08  1.33144826e+00  1.04861252e+00 
 3.26830000e-08  1.33141813e+00  1.04864898e+00 
 3.26850000e-08  1.33138568e+00  1.04868764e+00 
 3.26870000e-08  1.33135094e+00  1.04872847e+00 
 3.26890000e-08  1.33131395e+00  1.04877143e+00 
 3.26910000e-08  1.33127474e+00  1.04881650e+00 
 3.26930000e-08  1.33123334e+00  1.04886364e+00 
 3.26950000e-08  1.33118980e+00  1.04891279e+00 
 3.26970000e-08  1.33114416e+00  1.04896392e+00 
 3.26990000e-08  1.33109647e+00  1.04901696e+00 
 3.27010000e-08  1.33104678e+00  1.04907188e+00 
 3.27030000e-08  1.33099514e+00  1.04912863e+00 
 3.27050000e-08  1.33094159e+00  1.04918717e+00 
 3.27070000e-08  1.33088616e+00  1.04924748e+00 
 3.27090000e-08  1.33082890e+00  1.04930953e+00 
 3.27110000e-08  1.33076983e+00  1.04937330e+00 
 3.27130000e-08  1.33070897e+00  1.04943876e+00 
 3.27150000e-08  1.33064635e+00  1.04950590e+00 
 3.27170000e-08  1.33058200e+00  1.04957467e+00 
 3.27190000e-08  1.33051595e+00  1.04964506e+00 
 3.27210000e-08  1.33044823e+00  1.04971703e+00 
 3.27230000e-08  1.33037886e+00  1.04979054e+00 
 3.27250000e-08  1.33030789e+00  1.04986556e+00 
 3.27270000e-08  1.33023535e+00  1.04994206e+00 
 3.27290000e-08  1.33016127e+00  1.05002001e+00 
 3.27310000e-08  1.33008567e+00  1.05009938e+00 
 3.27330000e-08  1.33000860e+00  1.05018015e+00 
 3.27350000e-08  1.32993006e+00  1.05026229e+00 
 3.27370000e-08  1.32985010e+00  1.05034578e+00 
 3.27390000e-08  1.32976873e+00  1.05043059e+00 
 3.27410000e-08  1.32968598e+00  1.05051670e+00 
 3.27430000e-08  1.32960189e+00  1.05060408e+00 
 3.27450000e-08  1.32951646e+00  1.05069270e+00 
 3.27470000e-08  1.32942974e+00  1.05078255e+00 
 3.27490000e-08  1.32934174e+00  1.05087360e+00 
 3.27510000e-08  1.32925250e+00  1.05096582e+00 
 3.27530000e-08  1.32916203e+00  1.05105919e+00 
 3.27550000e-08  1.32907035e+00  1.05115370e+00 
 3.27570000e-08  1.32897750e+00  1.05124932e+00 
 3.27590000e-08  1.32888348e+00  1.05134603e+00 
 3.27610000e-08  1.32878833e+00  1.05144382e+00 
 3.27630000e-08  1.32869205e+00  1.05154266e+00 
 3.27650000e-08  1.32859469e+00  1.05164252e+00 
 3.27670000e-08  1.32849625e+00  1.05174339e+00 
 3.27690000e-08  1.32839675e+00  1.05184524e+00 
 3.27710000e-08  1.32829623e+00  1.05194806e+00 
 3.27730000e-08  1.32819471e+00  1.05205182e+00 
 3.27750000e-08  1.32809219e+00  1.05215651e+00 
 3.27770000e-08  1.32798871e+00  1.05226211e+00 
 3.27790000e-08  1.32788428e+00  1.05236859e+00 
 3.27810000e-08  1.32777892e+00  1.05247596e+00 
 3.27830000e-08  1.32767264e+00  1.05258418e+00 
 3.27850000e-08  1.32756547e+00  1.05269325e+00 
 3.27870000e-08  1.32745742e+00  1.05280314e+00 
 3.27890000e-08  1.32734850e+00  1.05291385e+00 
 3.27910000e-08  1.32723874e+00  1.05302534e+00 
 3.27930000e-08  1.32712816e+00  1.05313760e+00 
 3.27950000e-08  1.32701676e+00  1.05325062e+00 
 3.27970000e-08  1.32690458e+00  1.05336438e+00 
 3.27985000e-08  1.32681993e+00  1.05345018e+00 
 3.28000000e-08  1.32673486e+00  1.05353637e+00 
 3.28002000e-08  1.32672348e+00  1.05354790e+00 
 3.28006000e-08  1.32670070e+00  1.05357097e+00 
 3.28014000e-08  1.32665507e+00  1.05361719e+00 
 3.28030000e-08  1.32656344e+00  1.05370995e+00 
 3.28050000e-08  1.32644826e+00  1.05382653e+00 
 3.28070000e-08  1.32633236e+00  1.05394377e+00 
 3.28090000e-08  1.32621576e+00  1.05406166e+00 
 3.28110000e-08  1.32609848e+00  1.05418020e+00 
 3.28130000e-08  1.32598052e+00  1.05429937e+00 
 3.28150000e-08  1.32586191e+00  1.05441915e+00 
 3.28170000e-08  1.32574266e+00  1.05453953e+00 
 3.28190000e-08  1.32562278e+00  1.05466049e+00 
 3.28210000e-08  1.32550229e+00  1.05478203e+00 
 3.28230000e-08  1.32538121e+00  1.05490414e+00 
 3.28250000e-08  1.32525954e+00  1.05502679e+00 
 3.28270000e-08  1.32513732e+00  1.05514998e+00 
 3.28290000e-08  1.32501458e+00  1.05527372e+00 
 3.28310000e-08  1.32489136e+00  1.05539803e+00 
 3.28330000e-08  1.32476770e+00  1.05552298e+00 
 3.28350000e-08  1.32464366e+00  1.05564872e+00 
 3.28370000e-08  1.32451926e+00  1.05577559e+00 
 3.28390000e-08  1.32439445e+00  1.05590417e+00 
 3.28410000e-08  1.32426901e+00  1.05603546e+00 
 3.28430000e-08  1.32414243e+00  1.05617104e+00 
 3.28450000e-08  1.32401374e+00  1.05631333e+00 
 3.28470000e-08  1.32388128e+00  1.05646574e+00 
 3.28490000e-08  1.32374249e+00  1.05663288e+00 
 3.28510000e-08  1.32359364e+00  1.05682065e+00 
 3.28530000e-08  1.32342970e+00  1.05703626e+00 
 3.28550000e-08  1.32324427e+00  1.05728797e+00 
 3.28570000e-08  1.32302967e+00  1.05758478e+00 
 3.28590000e-08  1.32277719e+00  1.05793584e+00 
 3.28610000e-08  1.32247759e+00  1.05834980e+00 
 3.28630000e-08  1.32212169e+00  1.05883406e+00 
 3.28650000e-08  1.32170115e+00  1.05939406e+00 
 3.28670000e-08  1.32120912e+00  1.06003281e+00 
 3.28690000e-08  1.32064093e+00  1.06075051e+00 
 3.28710000e-08  1.31999446e+00  1.06154470e+00 
 3.28730000e-08  1.31927026e+00  1.06241054e+00 
 3.28750000e-08  1.31847131e+00  1.06334152e+00 
 3.28770000e-08  1.31760249e+00  1.06433030e+00 
 3.28790000e-08  1.31666985e+00  1.06536959e+00 
 3.28810000e-08  1.31567975e+00  1.06645297e+00 
 3.28830000e-08  1.31463805e+00  1.06757552e+00 
 3.28850000e-08  1.31354950e+00  1.06873404e+00 
 3.28870000e-08  1.31241741e+00  1.06992706e+00 
 3.28890000e-08  1.31124362e+00  1.07115450e+00 
 3.28910000e-08  1.31002874e+00  1.07241710e+00 
 3.28930000e-08  1.30877267e+00  1.07371584e+00 
 3.28950000e-08  1.30747502e+00  1.07505142e+00 
 3.28970000e-08  1.30613568e+00  1.07642385e+00 
 3.28990000e-08  1.30475514e+00  1.07783235e+00 
 3.29010000e-08  1.30333456e+00  1.07927538e+00 
 3.29030000e-08  1.30187571e+00  1.08075094e+00 
 3.29050000e-08  1.30038076e+00  1.08225690e+00 
 3.29070000e-08  1.29885191e+00  1.08379135e+00 
 3.29090000e-08  1.29729109e+00  1.08535284e+00 
 3.29110000e-08  1.29569977e+00  1.08694052e+00 
 3.29130000e-08  1.29407888e+00  1.08855405e+00 
 3.29150000e-08  1.29242886e+00  1.09019347e+00 
 3.29170000e-08  1.29074986e+00  1.09185897e+00 
 3.29190000e-08  1.28904194e+00  1.09355063e+00 
 3.29210000e-08  1.28730529e+00  1.09526828e+00 
 3.29230000e-08  1.28554035e+00  1.09701144e+00 
 3.29250000e-08  1.28374783e+00  1.09877933e+00 
 3.29270000e-08  1.28192870e+00  1.10057100e+00 
 3.29290000e-08  1.28008402e+00  1.10238549e+00 
 3.29310000e-08  1.27821479e+00  1.10422193e+00 
 3.29330000e-08  1.27632190e+00  1.10607968e+00 
 3.29350000e-08  1.27440597e+00  1.10795832e+00 
 3.29370000e-08  1.27246745e+00  1.10985763e+00 
 3.29390000e-08  1.27050659e+00  1.11177747e+00 
 3.29410000e-08  1.26852362e+00  1.11371772e+00 
 3.29430000e-08  1.26651879e+00  1.11567818e+00 
 3.29450000e-08  1.26449246e+00  1.11765850e+00 
 3.29470000e-08  1.26244511e+00  1.11965821e+00 
 3.29490000e-08  1.26037733e+00  1.12167676e+00 
 3.29510000e-08  1.25828977e+00  1.12371355e+00 
 3.29530000e-08  1.25618303e+00  1.12576806e+00 
 3.29550000e-08  1.25405763e+00  1.12783985e+00 
 3.29570000e-08  1.25191401e+00  1.12992861e+00 
 3.29590000e-08  1.24975245e+00  1.13203409e+00 
 3.29610000e-08  1.24757321e+00  1.13415614e+00 
 3.29630000e-08  1.24537648e+00  1.13629459e+00 
 3.29650000e-08  1.24316249e+00  1.13844920e+00 
 3.29670000e-08  1.24093155e+00  1.14061969e+00 
 3.29690000e-08  1.23868404e+00  1.14280569e+00 
 3.29710000e-08  1.23642041e+00  1.14500672e+00 
 3.29730000e-08  1.23414120e+00  1.14722230e+00 
 3.29750000e-08  1.23184694e+00  1.14945188e+00 
 3.29770000e-08  1.22953820e+00  1.15169494e+00 
 3.29790000e-08  1.22721555e+00  1.15395093e+00 
 3.29810000e-08  1.22487955e+00  1.15621933e+00 
 3.29830000e-08  1.22253079e+00  1.15849957e+00 
 3.29850000e-08  1.22016988e+00  1.16079108e+00 
 3.29870000e-08  1.21779747e+00  1.16309324e+00 
 3.29890000e-08  1.21541427e+00  1.16540540e+00 
 3.29910000e-08  1.21302096e+00  1.16772690e+00 
 3.29930000e-08  1.21061826e+00  1.17005710e+00 
 3.29950000e-08  1.20820683e+00  1.17239538e+00 
 3.29970000e-08  1.20578726e+00  1.17474117e+00 
 3.29985000e-08  1.20396756e+00  1.17650517e+00 
 3.30000000e-08  1.20214379e+00  1.17827295e+00 
 3.30002000e-08  1.20190029e+00  1.17850896e+00 
 3.30006000e-08  1.20141314e+00  1.17898112e+00 
 3.30014000e-08  1.20043805e+00  1.17992618e+00 
 3.30030000e-08  1.19848467e+00  1.18181923e+00 
 3.30050000e-08  1.19603723e+00  1.18419083e+00 
 3.30070000e-08  1.19358375e+00  1.18656800e+00 
 3.30090000e-08  1.19112460e+00  1.18895038e+00 
 3.30110000e-08  1.18866021e+00  1.19133758e+00 
 3.30130000e-08  1.18619101e+00  1.19372915e+00 
 3.30150000e-08  1.18371749e+00  1.19612463e+00 
 3.30170000e-08  1.18124018e+00  1.19852353e+00 
 3.30190000e-08  1.17875960e+00  1.20092532e+00 
 3.30210000e-08  1.17627627e+00  1.20332951e+00 
 3.30230000e-08  1.17379071e+00  1.20573559e+00 
 3.30250000e-08  1.17130339e+00  1.20814309e+00 
 3.30270000e-08  1.16881481e+00  1.21055155e+00 
 3.30290000e-08  1.16632542e+00  1.21296055e+00 
 3.30310000e-08  1.16383570e+00  1.21536963e+00 
 3.30330000e-08  1.16134622e+00  1.21777832e+00 
 3.30350000e-08  1.15885769e+00  1.22018608e+00 
 3.30370000e-08  1.15637113e+00  1.22259215e+00 
 3.30390000e-08  1.15388809e+00  1.22499542e+00 
 3.30410000e-08  1.15141097e+00  1.22739421e+00 
 3.30430000e-08  1.14894339e+00  1.22978593e+00 
 3.30450000e-08  1.14649067e+00  1.23216668e+00 
 3.30470000e-08  1.14406032e+00  1.23453087e+00 
 3.30490000e-08  1.14166245e+00  1.23687076e+00 
 3.30510000e-08  1.13931003e+00  1.23917612e+00 
 3.30530000e-08  1.13701892e+00  1.24143411e+00 
 3.30550000e-08  1.13480748e+00  1.24362929e+00 
 3.30570000e-08  1.13269586e+00  1.24574414e+00 
 3.30590000e-08  1.13070476e+00  1.24775978e+00 
 3.30610000e-08  1.12885405e+00  1.24965714e+00 
 3.30630000e-08  1.12716108e+00  1.25141830e+00 
 3.30650000e-08  1.12563915e+00  1.25302798e+00 
 3.30670000e-08  1.12429625e+00  1.25447493e+00 
 3.30690000e-08  1.12313435e+00  1.25575291e+00 
 3.30710000e-08  1.12214935e+00  1.25686124e+00 
 3.30730000e-08  1.12133171e+00  1.25780471e+00 
 3.30750000e-08  1.12066777e+00  1.25859277e+00 
 3.30770000e-08  1.12014153e+00  1.25923821e+00 
 3.30790000e-08  1.11973651e+00  1.25975548e+00 
 3.30810000e-08  1.11943762e+00  1.26015895e+00 
 3.30830000e-08  1.11923249e+00  1.26046130e+00 
 3.30850000e-08  1.11911223e+00  1.26067252e+00 
 3.30870000e-08  1.11907150e+00  1.26079937e+00 
 3.30890000e-08  1.11910798e+00  1.26084557e+00 
 3.30910000e-08  1.11922129e+00  1.26081249e+00 
 3.30930000e-08  1.11941185e+00  1.26070017e+00 
 3.30950000e-08  1.11967971e+00  1.26050844e+00 
 3.30970000e-08  1.12002376e+00  1.26023783e+00 
 3.30990000e-08  1.12044137e+00  1.25989016e+00 
 3.31010000e-08  1.12092847e+00  1.25946871e+00 
 3.31030000e-08  1.12148002e+00  1.25897787e+00 
 3.31050000e-08  1.12209076e+00  1.25842268e+00 
 3.31070000e-08  1.12275582e+00  1.25780808e+00 
 3.31090000e-08  1.12347133e+00  1.25713832e+00 
 3.31110000e-08  1.12423464e+00  1.25641659e+00 
 3.31130000e-08  1.12504426e+00  1.25564495e+00 
 3.31150000e-08  1.12589955e+00  1.25482446e+00 
 3.31170000e-08  1.12680028e+00  1.25395562e+00 
 3.31190000e-08  1.12774615e+00  1.25303877e+00 
 3.31210000e-08  1.12873643e+00  1.25207457e+00 
 3.31230000e-08  1.12976980e+00  1.25106414e+00 
 3.31250000e-08  1.13084442e+00  1.25000919e+00 
 3.31270000e-08  1.13195811e+00  1.24891183e+00 
 3.31290000e-08  1.13310867e+00  1.24777429e+00 
 3.31310000e-08  1.13429415e+00  1.24659867e+00 
 3.31330000e-08  1.13551304e+00  1.24538671e+00 
 3.31350000e-08  1.13676434e+00  1.24413965e+00 
 3.31370000e-08  1.13804748e+00  1.24285827e+00 
 3.31390000e-08  1.13936212e+00  1.24154303e+00 
 3.31410000e-08  1.14070802e+00  1.24019430e+00 
 3.31430000e-08  1.14208476e+00  1.23881248e+00 
 3.31450000e-08  1.14349171e+00  1.23739820e+00 
 3.31470000e-08  1.14492802e+00  1.23595232e+00 
 3.31490000e-08  1.14639265e+00  1.23447589e+00 
 3.31510000e-08  1.14788456e+00  1.23296999e+00 
 3.31530000e-08  1.14940282e+00  1.23143566e+00 
 3.31550000e-08  1.15094668e+00  1.22987372e+00 
 3.31570000e-08  1.15251568e+00  1.22828477e+00 
 3.31590000e-08  1.15410954e+00  1.22666914e+00 
 3.31610000e-08  1.15572813e+00  1.22502703e+00 
 3.31630000e-08  1.15737134e+00  1.22335858e+00 
 3.31650000e-08  1.15903901e+00  1.22166397e+00 
 3.31670000e-08  1.16073081e+00  1.21994352e+00 
 3.31690000e-08  1.16244627e+00  1.21819767e+00 
 3.31710000e-08  1.16418480e+00  1.21642706e+00 
 3.31730000e-08  1.16594568e+00  1.21463240e+00 
 3.31750000e-08  1.16772818e+00  1.21281444e+00 
 3.31770000e-08  1.16953153e+00  1.21097398e+00 
 3.31790000e-08  1.17135501e+00  1.20911180e+00 
 3.31810000e-08  1.17319787e+00  1.20722866e+00 
 3.31830000e-08  1.17505936e+00  1.20532538e+00 
 3.31850000e-08  1.17693866e+00  1.20340282e+00 
 3.31870000e-08  1.17883489e+00  1.20146190e+00 
 3.31890000e-08  1.18074712e+00  1.19950363e+00 
 3.31910000e-08  1.18267440e+00  1.19752902e+00 
 3.31930000e-08  1.18461580e+00  1.19553907e+00 
 3.31950000e-08  1.18657045e+00  1.19353471e+00 
 3.31970000e-08  1.18853763e+00  1.19151671e+00 
 3.31985000e-08  1.19002088e+00  1.18999466e+00 
 3.32000000e-08  1.19151064e+00  1.18846552e+00 
 3.32002000e-08  1.19170981e+00  1.18826104e+00 
 3.32006000e-08  1.19210839e+00  1.18785185e+00 
 3.32014000e-08  1.19290687e+00  1.18703202e+00 
 3.32030000e-08  1.19450913e+00  1.18538658e+00 
 3.32050000e-08  1.19652170e+00  1.18331916e+00 
 3.32070000e-08  1.19854486e+00  1.18124020e+00 
 3.32090000e-08  1.20057831e+00  1.17915002e+00 
 3.32110000e-08  1.20262168e+00  1.17704902e+00 
 3.32130000e-08  1.20467453e+00  1.17493767e+00 
 3.32150000e-08  1.20673635e+00  1.17281653e+00 
 3.32170000e-08  1.20880656e+00  1.17068619e+00 
 3.32190000e-08  1.21088458e+00  1.16854727e+00 
 3.32210000e-08  1.21296982e+00  1.16640040e+00 
 3.32230000e-08  1.21506171e+00  1.16424615e+00 
 3.32250000e-08  1.21715973e+00  1.16208507e+00 
 3.32270000e-08  1.21926338e+00  1.15991769e+00 
 3.32290000e-08  1.22137220e+00  1.15774446e+00 
 3.32310000e-08  1.22348576e+00  1.15556586e+00 
 3.32330000e-08  1.22560365e+00  1.15338236e+00 
 3.32350000e-08  1.22772539e+00  1.15119451e+00 
 3.32370000e-08  1.22985043e+00  1.14900304e+00 
 3.32390000e-08  1.23197806e+00  1.14680891e+00 
 3.32410000e-08  1.23410724e+00  1.14461353e+00 
 3.32430000e-08  1.23623651e+00  1.14241894e+00 
 3.32450000e-08  1.23836373e+00  1.14022805e+00 
 3.32470000e-08  1.24048593e+00  1.13804486e+00 
 3.32490000e-08  1.24259902e+00  1.13587470e+00 
 3.32510000e-08  1.24469773e+00  1.13372430e+00 
 3.32530000e-08  1.24677544e+00  1.13160187e+00 
 3.32550000e-08  1.24882431e+00  1.12951682e+00 
 3.32570000e-08  1.25083546e+00  1.12747944e+00 
 3.32590000e-08  1.25279940e+00  1.12550030e+00 
 3.32610000e-08  1.25470657e+00  1.12358948e+00 
 3.32630000e-08  1.25654804e+00  1.12175582e+00 
 3.32650000e-08  1.25831624e+00  1.12000608e+00 
 3.32670000e-08  1.26000558e+00  1.11834436e+00 
 3.32690000e-08  1.26161298e+00  1.11677173e+00 
 3.32710000e-08  1.26313814e+00  1.11528616e+00 
 3.32730000e-08  1.26458338e+00  1.11388292e+00 
 3.32750000e-08  1.26595338e+00  1.11255519e+00 
 3.32770000e-08  1.26725442e+00  1.11129497e+00 
 3.32790000e-08  1.26849365e+00  1.11009405e+00 
 3.32810000e-08  1.26967818e+00  1.10894490e+00 
 3.32830000e-08  1.27081436e+00  1.10784134e+00 
 3.32850000e-08  1.27190725e+00  1.10677898e+00 
 3.32870000e-08  1.27296035e+00  1.10575518e+00 
 3.32890000e-08  1.27397568e+00  1.10476879e+00 
 3.32910000e-08  1.27495411e+00  1.10381963e+00 
 3.32930000e-08  1.27589581e+00  1.10290788e+00 
 3.32950000e-08  1.27680080e+00  1.10203350e+00 
 3.32970000e-08  1.27766942e+00  1.10119584e+00 
 3.32990000e-08  1.27850258e+00  1.10039348e+00 
 3.33010000e-08  1.27930186e+00  1.09962426e+00 
 3.33030000e-08  1.28006943e+00  1.09888557e+00 
 3.33050000e-08  1.28080777e+00  1.09817465e+00 
 3.33070000e-08  1.28151934e+00  1.09748902e+00 
 3.33090000e-08  1.28220632e+00  1.09682668e+00 
 3.33110000e-08  1.28287041e+00  1.09618625e+00 
 3.33130000e-08  1.28351275e+00  1.09556697e+00 
 3.33150000e-08  1.28413399e+00  1.09496846e+00 
 3.33170000e-08  1.28473449e+00  1.09439055e+00 
 3.33190000e-08  1.28531449e+00  1.09383301e+00 
 3.33210000e-08  1.28587433e+00  1.09329540e+00 
 3.33230000e-08  1.28641458e+00  1.09277696e+00 
 3.33250000e-08  1.28693604e+00  1.09227670e+00 
 3.33270000e-08  1.28743972e+00  1.09179346e+00 
 3.33290000e-08  1.28792671e+00  1.09132609e+00 
 3.33310000e-08  1.28839806e+00  1.09087359e+00 
 3.33330000e-08  1.28885466e+00  1.09043521e+00 
 3.33350000e-08  1.28929717e+00  1.09001044e+00 
